,name,accuracy,class,game_desc,effect_chance,generation,machines,crit_rate,type,power,pp,priority
375,trump-card,NA,special,"The fewer PP this move has,
the greater its power.","Inflicts regular damage.  Power is determined by the PP remaining for this move, after its PP cost is deducted.  Ignores accuracy and evasion modifiers.

PP remaining | Power
------------ | ----:
4 or more    |    40
3            |    50
2            |    60
1            |    80
0            |   200

If this move is activated by another move, the activating move's PP is used to calculate power.",4,NA,0,normal,NA,5,0
376,heal-block,100,status,"For five turns, the user prevents the
opposing team from using any moves,
Abilities, or held items that recover HP.","For the next five turns, the target may not use any moves that only restore HP, and move effects that heal the target are disabled.  Moves that steal HP may still be used, but will only inflict damage and not heal the target.",4,NA,0,psychic,NA,15,0
377,wring-out,100,special,"The user powerfully wrings the target.
The more HP the target has, the greater
the move’s power.","Inflicts regular damage.  Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",4,NA,0,normal,NA,5,0
378,power-trick,NA,status,"The user employs its psychic power to
switch its Attack with its Defense stat.","The user's original Attack and Defense are swapped.

This effect is passed on by baton pass.",4,NA,0,psychic,NA,10,0
379,gastro-acid,100,status,"The user hurls up its stomach acids on
the target. The fluid eliminates the effect
of the target’s Ability.","The target's ability is disabled as long as it remains on the field.

This effect is passed on by baton pass.",4,NA,0,poison,NA,10,0
380,lucky-chant,NA,status,"The user chants an incantation toward
the sky, preventing opposing Pokémon
from landing critical hits.","For five turns, opposing Pokémon cannot score critical hits.",4,NA,0,normal,NA,30,0
381,me-first,NA,status,"The user cuts ahead of the target to steal and
use the target’s intended move with greater power.
This move fails if it isn’t used first.","If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",4,NA,0,normal,NA,20,0
382,copycat,NA,status,"The user mimics the move used immediately
before it. The move fails if no other move
has been used yet.","Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor roar nor whirlwind.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",4,NA,0,normal,NA,20,0
383,power-swap,NA,status,"The user employs its psychic power to
switch changes to its Attack and
Sp. Atk stats with the target.",User swaps its Attack and Special Attack stat modifiers modifiers with the target.,4,0,0,psychic,NA,10,0
384,guard-swap,NA,status,"The user employs its psychic power to
switch changes to its Defense and
Sp. Def stats with the target.",User swaps its Defense and Special Defense modifiers with the target.,4,0,0,psychic,NA,10,0
385,punishment,100,physical,"The more the target has powered
up with stat changes, the greater
the move’s power.","Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target's stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move's power.",4,NA,0,dark,NA,5,0
386,last-resort,100,physical,"This move can be used only after the user
has used all the other moves it knows
in the battle.","Inflicts regular damage.  This move can only be used if each of the user's other moves has been used at least once since the user entered the field.  If this is the user's only move, this move will fail.",4,NA,0,normal,140,5,0
387,worry-seed,100,status,"A seed that causes worry is planted on
the target. It prevents sleep by making
the target’s Ability Insomnia.","Changes the target's ability to insomnia.

If the target's ability is truant or multitype, this move will fail.",4,NA,0,grass,NA,10,0
388,sucker-punch,100,physical,"This move enables the user to attack
first. This move fails if the target is not
readying an attack.","Inflicts regular damage.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will fail.

This move is not affected by iron fist.",4,NA,0,dark,70,5,1
389,toxic-spikes,NA,status,"The user lays a trap of poison spikes at the
opposing team’s feet. They poison
opposing Pokémon that switch into battle.","Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.

If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.

rapid spin will remove this effect from its user's side of the field.  defog will remove this effect from its target's side of the field.

This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.

Pokémon entering the field due to baton pass are not affected by this effect.",4,0,0,poison,NA,20,0
390,heart-swap,NA,status,"The user employs its psychic power to
switch stat changes with the target.",User swaps its stat modifiers with the target.,4,NA,0,psychic,NA,10,0
391,aqua-ring,NA,status,"The user envelops itself in a veil made
of water. It regains some HP every turn.","Restores 1/16 of the user's max HP at the end of each turn.  If the user leaves the field, this effect ends.

This effect is passed on by baton pass.",4,NA,0,water,NA,20,0
392,magnet-rise,NA,status,"The user levitates using electrically
generated magnetism for five turns.","For five turns, the user is immune to ground moves.

If the user is under the effect of ingrain or has levitate, this move will fail.

This effect is temporarily disabled by and cannot be used during gravity.

This effect is passed on by baton pass.",4,NA,0,electric,NA,10,0
393,flare-blitz,100,physical,"The user cloaks itself in fire and charges the target.
This also damages the user quite a lot.
This may leave the target with a burn.","Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",4,0,0,fire,120,15,0
394,force-palm,100,physical,"The target is attacked with a shock wave.
This may also leave the target
with paralysis.",Inflicts regular damage.  Has a 30% chance to paralyze the target.,4,NA,0,fighting,60,10,0
395,aura-sphere,NA,special,"The user lets loose a blast of aura power
from deep within its body at the target.
This attack never misses.",Inflicts regular damage.  Ignores accuracy and evasion modifiers.,4,0,0,fighting,80,20,0
396,rock-polish,NA,status,"The user polishes its body to reduce drag.
This can sharply raise the Speed stat.",Raises the user's Speed by two stages.,4,tm69,0,rock,NA,20,0
397,poison-jab,100,physical,"The target is stabbed with a tentacle or
arm steeped in poison. This may also
poison the target.",Inflicts regular damage.  Has a 30% chance to poison the target.,4,tm84,0,poison,80,20,0
398,dark-pulse,100,special,"The user releases a horrible aura imbued
with dark thoughts.
This may also make the target flinch.",Inflicts regular damage.  Has a 20% chance to make the target flinch.,4,tm97,0,dark,80,15,0
399,night-slash,100,physical,"The user slashes the target
the instant an opportunity arises.
Critical hits land more easily.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,4,NA,1,dark,70,15,0
400,aqua-tail,90,physical,"The user attacks by swinging its tail as if
it were a vicious wave in a raging storm.",Inflicts regular damage.,4,NA,0,water,90,10,0
401,seed-bomb,100,physical,"The user slams a barrage of hard-shelled
seeds down on the target from above.",Inflicts regular damage.,4,0,0,grass,80,15,0
402,air-slash,95,special,"The user attacks with a blade of air that
slices even the sky. This may also make the
target flinch.",Inflicts regular damage.  Has a 30% chance to make the target flinch.,4,0,0,flying,75,15,0
