,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
437,happiny,440,5,15,5,65,30,100,normal,normal,"[('pound', 1), ('headbutt', 'tutor'), ('flamethrower', 'machine'), ('counter', 'egg'), ('seismic-toss', 'egg'), ('solar-beam', 'machine'), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('double-team', 'machine'), ('minimize', 1), ('defense-curl', 4), ('light-screen', 'machine'), ('metronome', 'machine'), ('fire-blast', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('sweet-kiss', 12), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('present', 'egg'), ('frustration', 'machine'), ('safeguard', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'machine'), ('hail', 'machine'), ('facade', 'machine'), ('helping-hand', 'machine'), ('recycle', 'tutor'), ('endeavor', 'tutor'), ('refresh', 9), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('aromatherapy', 'egg'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('gravity', 'egg'), ('natural-gift', 'egg'), ('fling', 'machine'), ('copycat', 5), ('last-resort', 'tutor'), ('drain-punch', 'machine'), ('mud-bomb', 'egg'), ('zen-headbutt', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('round', 'machine'), ('echoed-voice', 'machine'), ('stored-power', 'machine'), ('incinerate', 'machine'), ('work-up', 'machine')]",[],6,244,4,"[('happiny', '', 0), ('chansey', 'level-up/condition', 1), ('blissey', 'level-up/condition', 2)]"
438,chatot,441,65,92,45,42,91,76,normal,flying,"[('fly', 'machine'), ('fury-attack', 17), ('growl', 5), ('sing', 13), ('supersonic', 'egg'), ('peck', 1), ('toxic', 'machine'), ('agility', 'egg'), ('night-shade', 'egg'), ('mimic', 29), ('double-team', 'machine'), ('mirror-move', 9), ('swift', 'tutor'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('encore', 'egg'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('role-play', 'tutor'), ('secret-power', 'machine'), ('feather-dance', 41), ('hyper-voice', 'tutor'), ('air-cutter', 'egg'), ('aerial-ace', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('u-turn', 'machine'), ('nasty-plot', 'egg'), ('defog', 'tutor'), ('captivate', 'machine'), ('chatter', 21), ('ominous-wind', 'tutor'), ('synchronoise', 49), ('round', 'machine'), ('echoed-voice', 'machine'), ('work-up', 'machine')]",[],5,19,4,"[('chatot', '', 0)]"
439,spiritomb,442,92,92,108,108,35,50,ghost,dark,"[('disable', 'egg'), ('hyper-beam', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('hypnosis', 13), ('night-shade', 1), ('double-team', 'machine'), ('smokescreen', 'egg'), ('confuse-ray', 1), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('nightmare', 'egg'), ('snore', 'machine'), ('curse', 1), ('spite', 'tutor'), ('protect', 'machine'), ('feint-attack', 7), ('destiny-bond', 'egg'), ('icy-wind', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'egg'), ('pursuit', 1), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'machine'), ('torment', 'machine'), ('will-o-wisp', 'machine'), ('memento', 43), ('facade', 'machine'), ('taunt', 'machine'), ('trick', 'machine'), ('imprison', 'machine'), ('grudge', 'egg'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('silver-wind', 'machine'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('payback', 'machine'), ('embargo', 'machine'), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('giga-impact', 'machine'), ('nasty-plot', 'machine'), ('shadow-sneak', 'egg'), ('captivate', 'egg'), ('ominous-wind', 'tutor'), ('wonder-room', 'machine'), ('telekinesis', 'tutor'), ('foul-play', 'machine'), ('round', 'machine'), ('ally-switch', 'machine'), ('hex', 'machine'), ('quash', 'machine'), ('retaliate', 'machine'), ('snarl', 'machine')]",[],10,1080,4,"[('spiritomb', '', 0)]"
440,gible,443,70,40,45,45,42,58,dragon,ground,"[('cut', 'machine'), ('sand-attack', 3), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 15), ('thrash', 'egg'), ('double-edge', 'egg'), ('bite', 25), ('roar', 'machine'), ('flamethrower', 'machine'), ('strength', 'machine'), ('dragon-rage', 7), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('double-team', 'machine'), ('fire-blast', 'machine'), ('swift', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('slash', 25), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('outrage', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dragon-breath', 'egg'), ('iron-tail', 'machine'), ('metal-claw', 'egg'), ('hidden-power', 'machine'), ('twister', 'egg'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('aerial-ace', 'machine'), ('dragon-claw', 'machine'), ('mud-shot', 'machine'), ('natural-gift', 'machine'), ('dragon-pulse', 'machine'), ('dragon-rush', 37), ('earth-power', 'machine'), ('shadow-claw', 'machine'), ('rock-climb', 'egg'), ('draco-meteor', 'tutor'), ('iron-head', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('hone-claws', 'machine'), ('round', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine')]",[],7,205,4,"[('gible', '', 0), ('gabite', 'level-up(24)', 1), ('garchomp', 'level-up(48)', 2)]"
441,gabite,444,90,50,65,55,82,68,dragon,ground,"[('cut', 'machine'), ('sand-attack', 1), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 15), ('bite', 27), ('roar', 'machine'), ('flamethrower', 'machine'), ('strength', 'machine'), ('dragon-rage', 7), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('double-team', 'machine'), ('fire-blast', 'machine'), ('swift', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('slash', 28), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('outrage', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dragon-breath', 1), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('aerial-ace', 'machine'), ('dragon-claw', 'machine'), ('mud-shot', 'machine'), ('natural-gift', 'machine'), ('dragon-pulse', 'machine'), ('dragon-rush', 49), ('earth-power', 'machine'), ('shadow-claw', 'machine'), ('rock-climb', 'machine'), ('draco-meteor', 'tutor'), ('iron-head', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('hone-claws', 'machine'), ('round', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine'), ('dual-chop', 'tutor')]",[],14,560,4,"[('gible', '', 0), ('gabite', 'level-up(24)', 1), ('garchomp', 'level-up(48)', 2)]"
442,garchomp,445,130,80,95,85,102,108,dragon,ground,"[('swords-dance', 'machine'), ('cut', 'machine'), ('sand-attack', 1), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 15), ('bite', 27), ('roar', 'machine'), ('flamethrower', 'machine'), ('surf', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('dragon-rage', 1), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('double-team', 'machine'), ('fire-blast', 'machine'), ('swift', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('slash', 28), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('outrage', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('false-swipe', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('dragon-breath', 1), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('facade', 'machine'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('aerial-ace', 'machine'), ('dragon-claw', 'machine'), ('mud-shot', 'machine'), ('natural-gift', 'machine'), ('fling', 'machine'), ('poison-jab', 'machine'), ('aqua-tail', 'tutor'), ('dragon-pulse', 'machine'), ('dragon-rush', 55), ('earth-power', 'machine'), ('giga-impact', 'machine'), ('shadow-claw', 'machine'), ('fire-fang', 'machine'), ('rock-climb', 'machine'), ('draco-meteor', 'tutor'), ('iron-head', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('hone-claws', 'machine'), ('round', 'machine'), ('incinerate', 'machine'), ('bulldoze', 'machine'), ('dragon-tail', 'machine'), ('dual-chop', 'tutor')]",[],19,950,4,"[('gible', '', 0), ('gabite', 'level-up(24)', 1), ('garchomp', 'level-up(48)', 2)]"
443,munchlax,446,85,40,40,85,5,135,normal,normal,"[('mega-punch', 'machine'), ('pay-day', 'machine'), ('fire-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('whirlwind', 'egg'), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('double-edge', 'egg'), ('bite', 16), ('flamethrower', 'machine'), ('hydro-pump', 'machine'), ('surf', 'machine'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('counter', 'egg'), ('strength', 'machine'), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder', 'machine'), ('earthquake', 'machine'), ('fissure', 'egg'), ('toxic', 'machine'), ('psychic', 'machine'), ('screech', 'machine'), ('double-team', 'machine'), ('defense-curl', 4), ('metronome', 'machine'), ('self-destruct', 'machine'), ('lick', 'egg'), ('fire-blast', 'machine'), ('amnesia', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('flail', 44), ('protect', 'machine'), ('belly-drum', 44), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('sandstorm', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('encore', 'machine'), ('pursuit', 'egg'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('whirlpool', 'machine'), ('uproar', 'machine'), ('stockpile', 25), ('swallow', 28), ('facade', 'machine'), ('focus-punch', 'tutor'), ('superpower', 'machine'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('odor-sleuth', 1), ('rock-tomb', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'egg'), ('fling', 'machine'), ('last-resort', 'tutor'), ('seed-bomb', 'machine'), ('zen-headbutt', 'machine'), ('rock-climb', 'machine'), ('gunk-shot', 'machine'), ('captivate', 'machine'), ('after-you', 'tutor'), ('round', 'machine'), ('chip-away', 25), ('incinerate', 'machine'), ('retaliate', 'machine'), ('bulldoze', 'machine'), ('work-up', 'machine')]",[],6,1050,4,"[('munchlax', '', 0), ('snorlax', 'level-up/condition', 1)]"
444,riolu,447,70,35,40,40,60,40,fighting,fighting,"[('mega-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('swords-dance', 'machine'), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('bite', 'egg'), ('roar', 'machine'), ('low-kick', 'machine'), ('counter', 6), ('strength', 'machine'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 1), ('screech', 'machine'), ('double-team', 'machine'), ('swift', 'machine'), ('high-jump-kick', 'egg'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('mind-reader', 'egg'), ('snore', 'machine'), ('reversal', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('foresight', 1), ('detect', 'egg'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('metal-claw', 8), ('hidden-power', 'machine'), ('cross-chop', 'egg'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('follow-me', 'egg'), ('helping-hand', 'machine'), ('role-play', 'tutor'), ('revenge', 'machine'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('blaze-kick', 'machine'), ('meteor-mash', 'egg'), ('rock-tomb', 'machine'), ('sky-uppercut', 'egg'), ('iron-defense', 'machine'), ('howl', 'egg'), ('bulk-up', 'machine'), ('natural-gift', 'machine'), ('feint', 15), ('payback', 'machine'), ('fling', 'machine'), ('copycat', 29), ('magnet-rise', 'tutor'), ('force-palm', 11), ('poison-jab', 'machine'), ('drain-punch', 'machine'), ('vacuum-wave', 'egg'), ('focus-blast', 'machine'), ('nasty-plot', 'machine'), ('bullet-punch', 'egg'), ('shadow-claw', 'machine'), ('zen-headbutt', 'machine'), ('captivate', 'machine'), ('low-sweep', 'machine'), ('round', 'machine'), ('quick-guard', 32), ('circle-throw', 'egg'), ('retaliate', 'machine'), ('final-gambit', 55), ('bulldoze', 'machine'), ('work-up', 'machine'), ('dual-chop', 'tutor')]",[],7,202,4,"[('riolu', '', 0), ('lucario', 'level-up/condition', 1)]"
445,lucario,448,110,115,70,70,90,70,fighting,steel,"[('mega-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('swords-dance', 'machine'), ('mega-kick', 'machine'), ('headbutt', 'tutor'), ('roar', 'machine'), ('hyper-beam', 'machine'), ('low-kick', 'machine'), ('counter', 6), ('strength', 'machine'), ('earthquake', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('agility', 'machine'), ('quick-attack', 1), ('screech', 'machine'), ('double-team', 'machine'), ('focus-energy', 'machine'), ('swift', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('reversal', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('mud-slap', 'tutor'), ('foresight', 1), ('detect', 1), ('bone-rush', 19), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('metal-claw', 1), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('extreme-speed', 51), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'machine'), ('role-play', 'tutor'), ('revenge', 'machine'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('blaze-kick', 'machine'), ('meteor-mash', 48), ('rock-tomb', 'machine'), ('metal-sound', 24), ('iron-defense', 'machine'), ('bulk-up', 'machine'), ('calm-mind', 'machine'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('feint', 15), ('close-combat', 'machine'), ('payback', 'machine'), ('fling', 'machine'), ('me-first', 29), ('copycat', 1), ('magnet-rise', 'tutor'), ('force-palm', 11), ('aura-sphere', 'machine'), ('poison-jab', 'machine'), ('dark-pulse', 'machine'), ('dragon-pulse', 'machine'), ('drain-punch', 'machine'), ('vacuum-wave', 'tutor'), ('focus-blast', 'machine'), ('giga-impact', 'machine'), ('nasty-plot', 'machine'), ('shadow-claw', 'machine'), ('zen-headbutt', 'machine'), ('flash-cannon', 'machine'), ('rock-climb', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('hone-claws', 'machine'), ('low-sweep', 'machine'), ('round', 'machine'), ('quick-guard', 33), ('heal-pulse', 42), ('retaliate', 'machine'), ('final-gambit', 1), ('bulldoze', 'machine'), ('work-up', 'machine'), ('dual-chop', 'tutor')]",[],12,540,4,"[('riolu', '', 0), ('lucario', 'level-up/condition', 1)]"
446,hippopotas,449,72,38,78,42,32,68,ground,ground,"[('whirlwind', 'egg'), ('sand-attack', 1), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 19), ('double-edge', 44), ('bite', 7), ('roar', 'machine'), ('strength', 'machine'), ('earthquake', 'machine'), ('fissure', 50), ('dig', 'machine'), ('toxic', 'machine'), ('double-team', 'machine'), ('amnesia', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('sandstorm', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('stockpile', 'egg'), ('spit-up', 'egg'), ('swallow', 'egg'), ('facade', 'machine'), ('superpower', 'machine'), ('revenge', 'machine'), ('yawn', 13), ('secret-power', 'machine'), ('slack-off', 'egg'), ('weather-ball', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('muddy-water', 'machine'), ('mud-shot', 'machine'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('earth-power', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('round', 'machine'), ('bulldoze', 'machine')]",[],8,495,4,"[('hippopotas', '', 0), ('hippowdon', 'level-up(34)', 1)]"
447,hippowdon,450,112,68,118,72,47,108,ground,ground,"[('sand-attack', 1), ('headbutt', 'tutor'), ('tackle', 1), ('body-slam', 'machine'), ('take-down', 19), ('double-edge', 50), ('bite', 1), ('roar', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('earthquake', 'machine'), ('fissure', 60), ('dig', 'machine'), ('toxic', 'machine'), ('double-team', 'machine'), ('amnesia', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('sandstorm', 'machine'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('superpower', 'machine'), ('revenge', 'machine'), ('yawn', 1), ('secret-power', 'machine'), ('slack-off', 62), ('weather-ball', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('muddy-water', 'machine'), ('mud-shot', 'machine'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('earth-power', 'machine'), ('giga-impact', 'machine'), ('thunder-fang', 'machine'), ('ice-fang', 'machine'), ('fire-fang', 'machine'), ('iron-head', 'machine'), ('stone-edge', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('heavy-slam', 'machine'), ('round', 'machine'), ('bulldoze', 'machine')]",[],20,3000,4,"[('hippopotas', '', 0), ('hippowdon', 'level-up(34)', 1)]"
